concept_id,concept_name,domain_id,vocabulary_id,concept_class_id,standard_concept,concept_code,valid_start_date,valid_end_date,invalid_reason
2128000001,Length to End,Measurement,DICOM,DICOM Attributes,,00080001,19930101,20991231,
2128000002,Specific Character Set,Measurement,DICOM,DICOM Attributes,,00080005,19930101,20991231,
2128000003,Language Code Sequence,Measurement,DICOM,DICOM Attributes,,00080006,19930101,20991231,
2128000004,Image Type,Measurement,DICOM,DICOM Attributes,,00080008,19930101,20991231,
2128000005,Recognition Code,Measurement,DICOM,DICOM Attributes,,00080010,19930101,20991231,
2128000006,Instance Creation Date,Measurement,DICOM,DICOM Attributes,,00080012,19930101,20991231,
2128000007,Instance Creation Time,Measurement,DICOM,DICOM Attributes,,00080013,19930101,20991231,
2128000008,Instance Creator UID,Measurement,DICOM,DICOM Attributes,,00080014,19930101,20991231,
2128000009,Instance Coercion DateTime,Measurement,DICOM,DICOM Attributes,,00080015,19930101,20991231,
2128000010,SOP Class UID,Measurement,DICOM,DICOM Attributes,,00080016,19930101,20991231,
2128000011,Acquisition UID,Measurement,DICOM,DICOM Attributes,,00080017,19930101,20991231,
2128000012,SOP Instance UID,Measurement,DICOM,DICOM Attributes,,00080018,19930101,20991231,
2128000013,Pyramid UID,Measurement,DICOM,DICOM Attributes,,00080019,19930101,20991231,
2128000014,Related General SOP Class UID,Measurement,DICOM,DICOM Attributes,,0008001A,19930101,20991231,
2128000015,Original Specialized SOP Class UID,Measurement,DICOM,DICOM Attributes,,0008001B,19930101,20991231,
2128000016,Synthetic Data,Measurement,DICOM,DICOM Attributes,,0008001C,19930101,20991231,
2128000017,Study Date,Measurement,DICOM,DICOM Attributes,,00080020,19930101,20991231,
2128000018,Series Date,Measurement,DICOM,DICOM Attributes,,00080021,19930101,20991231,
2128000019,Acquisition Date,Measurement,DICOM,DICOM Attributes,,00080022,19930101,20991231,
2128000020,Content Date,Measurement,DICOM,DICOM Attributes,,00080023,19930101,20991231,
2128000021,Overlay Date,Measurement,DICOM,DICOM Attributes,,00080024,19930101,20991231,
2128000022,Curve Date,Measurement,DICOM,DICOM Attributes,,00080025,19930101,20991231,
2128000023,Acquisition DateTime,Measurement,DICOM,DICOM Attributes,,0008002A,19930101,20991231,
2128000024,Study Time,Measurement,DICOM,DICOM Attributes,,00080030,19930101,20991231,
2128000025,Series Time,Measurement,DICOM,DICOM Attributes,,00080031,19930101,20991231,
2128000026,Acquisition Time,Measurement,DICOM,DICOM Attributes,,00080032,19930101,20991231,
2128000027,Content Time,Measurement,DICOM,DICOM Attributes,,00080033,19930101,20991231,
2128000028,Overlay Time,Measurement,DICOM,DICOM Attributes,,00080034,19930101,20991231,
2128000029,Curve Time,Measurement,DICOM,DICOM Attributes,,00080035,19930101,20991231,
2128000030,Data Set Type,Measurement,DICOM,DICOM Attributes,,00080040,19930101,20991231,
2128000031,Data Set Subtype,Measurement,DICOM,DICOM Attributes,,00080041,19930101,20991231,
2128000032,Nuclear Medicine Series Type,Measurement,DICOM,DICOM Attributes,,00080042,19930101,20991231,
2128000033,Accession Number,Measurement,DICOM,DICOM Attributes,,00080050,19930101,20991231,
2128000034,Issuer of Accession Number Sequence,Measurement,DICOM,DICOM Attributes,,00080051,19930101,20991231,
2128000035,Query/Retrieve Level,Measurement,DICOM,DICOM Attributes,,00080052,19930101,20991231,
2128000036,Query/Retrieve View,Measurement,DICOM,DICOM Attributes,,00080053,19930101,20991231,
2128000037,Retrieve AE Title,Measurement,DICOM,DICOM Attributes,,00080054,19930101,20991231,
2128000038,Station AE Title,Measurement,DICOM,DICOM Attributes,,00080055,19930101,20991231,
2128000039,Instance Availability,Measurement,DICOM,DICOM Attributes,,00080056,19930101,20991231,
2128000040,Failed SOP Instance UID List,Measurement,DICOM,DICOM Attributes,,00080058,19930101,20991231,
2128000041,Modality,Measurement,DICOM,DICOM Attributes,,00080060,19930101,20991231,
2128000042,Modalities in Study,Measurement,DICOM,DICOM Attributes,,00080061,19930101,20991231,
2128000043,SOP Classes in Study,Measurement,DICOM,DICOM Attributes,,00080062,19930101,20991231,
2128000044,Anatomic Regions in Study Code Sequence,Measurement,DICOM,DICOM Attributes,,00080063,19930101,20991231,
2128000045,Conversion Type,Measurement,DICOM,DICOM Attributes,,00080064,19930101,20991231,
2128000046,Presentation Intent Type,Measurement,DICOM,DICOM Attributes,,00080068,19930101,20991231,
2128000047,Manufacturer,Measurement,DICOM,DICOM Attributes,,00080070,19930101,20991231,
2128000048,Institution Name,Measurement,DICOM,DICOM Attributes,,00080080,19930101,20991231,
2128000049,Institution Address,Measurement,DICOM,DICOM Attributes,,00080081,19930101,20991231,
2128000050,Institution Code Sequence,Measurement,DICOM,DICOM Attributes,,00080082,19930101,20991231,
2128000051,Referring Physician's Name,Measurement,DICOM,DICOM Attributes,,00080090,19930101,20991231,
2128000052,Referring Physician's Address,Measurement,DICOM,DICOM Attributes,,00080092,19930101,20991231,
2128000053,Referring Physician's Telephone Numbers,Measurement,DICOM,DICOM Attributes,,00080094,19930101,20991231,
2128000054,Referring Physician Identification Sequence,Measurement,DICOM,DICOM Attributes,,00080096,19930101,20991231,
2128000055,Consulting Physician's Name,Measurement,DICOM,DICOM Attributes,,0008009C,19930101,20991231,
2128000056,Consulting Physician Identification Sequence,Measurement,DICOM,DICOM Attributes,,0008009D,19930101,20991231,
2128000057,Code Value,Measurement,DICOM,DICOM Attributes,,00080100,19930101,20991231,
2128000058,Extended Code Value,Measurement,DICOM,DICOM Attributes,,00080101,19930101,20991231,
2128000059,Coding Scheme Designator,Measurement,DICOM,DICOM Attributes,,00080102,19930101,20991231,
2128000060,Coding Scheme Version,Measurement,DICOM,DICOM Attributes,,00080103,19930101,20991231,
2128000061,Code Meaning,Measurement,DICOM,DICOM Attributes,,00080104,19930101,20991231,
2128000062,Mapping Resource,Measurement,DICOM,DICOM Attributes,,00080105,19930101,20991231,
2128000063,Context Group Version,Measurement,DICOM,DICOM Attributes,,00080106,19930101,20991231,
2128000064,Context Group Local Version,Measurement,DICOM,DICOM Attributes,,00080107,19930101,20991231,
2128000065,Extended Code Meaning,Measurement,DICOM,DICOM Attributes,,00080108,19930101,20991231,
2128000066,Coding Scheme Resources Sequence,Measurement,DICOM,DICOM Attributes,,00080109,19930101,20991231,
2128000067,Coding Scheme URL Type,Measurement,DICOM,DICOM Attributes,,0008010A,19930101,20991231,
2128000068,Context Group Extension Flag,Measurement,DICOM,DICOM Attributes,,0008010B,19930101,20991231,
2128000069,Coding Scheme UID,Measurement,DICOM,DICOM Attributes,,0008010C,19930101,20991231,
2128000070,Context Group Extension Creator UID,Measurement,DICOM,DICOM Attributes,,0008010D,19930101,20991231,
2128000071,Coding Scheme URL,Measurement,DICOM,DICOM Attributes,,0008010E,19930101,20991231,
2128000072,Context Identifier,Measurement,DICOM,DICOM Attributes,,0008010F,19930101,20991231,
2128000073,Coding Scheme Identification Sequence,Measurement,DICOM,DICOM Attributes,,00080110,19930101,20991231,
2128000074,Coding Scheme Registry,Measurement,DICOM,DICOM Attributes,,00080112,19930101,20991231,
2128000075,Coding Scheme External ID,Measurement,DICOM,DICOM Attributes,,00080114,19930101,20991231,
2128000076,Coding Scheme Name,Measurement,DICOM,DICOM Attributes,,00080115,19930101,20991231,
2128000077,Coding Scheme Responsible Organization,Measurement,DICOM,DICOM Attributes,,00080116,19930101,20991231,
2128000078,Context UID,Measurement,DICOM,DICOM Attributes,,00080117,19930101,20991231,
2128000079,Mapping Resource UID,Measurement,DICOM,DICOM Attributes,,00080118,19930101,20991231,
2128000080,Long Code Value,Measurement,DICOM,DICOM Attributes,,00080119,19930101,20991231,
2128000081,URN Code Value,Measurement,DICOM,DICOM Attributes,,00080120,19930101,20991231,
2128000082,Equivalent Code Sequence,Measurement,DICOM,DICOM Attributes,,00080121,19930101,20991231,
2128000083,Mapping Resource Name,Measurement,DICOM,DICOM Attributes,,00080122,19930101,20991231,
2128000084,Context Group Identification Sequence,Measurement,DICOM,DICOM Attributes,,00080123,19930101,20991231,
2128000085,Mapping Resource Identification Sequence,Measurement,DICOM,DICOM Attributes,,00080124,19930101,20991231,
2128000086,Timezone Offset From UTC,Measurement,DICOM,DICOM Attributes,,00080201,19930101,20991231,
2128000087,Responsible Group Code Sequence,Measurement,DICOM,DICOM Attributes,,00080220,19930101,20991231,
2128000088,Equipment Modality,Measurement,DICOM,DICOM Attributes,,00080221,19930101,20991231,
2128000089,Manufacturer's Related Model Group,Measurement,DICOM,DICOM Attributes,,00080222,19930101,20991231,
2128000090,Private Data Element Characteristics Sequence,Measurement,DICOM,DICOM Attributes,,00080300,19930101,20991231,
2128000091,Private Group Reference,Measurement,DICOM,DICOM Attributes,,00080301,19930101,20991231,
2128000092,Private Creator Reference,Measurement,DICOM,DICOM Attributes,,00080302,19930101,20991231,
2128000093,Block Identifying Information Status,Measurement,DICOM,DICOM Attributes,,00080303,19930101,20991231,
2128000094,Nonidentifying Private Elements,Measurement,DICOM,DICOM Attributes,,00080304,19930101,20991231,
2128000095,Identifying Private Elements,Measurement,DICOM,DICOM Attributes,,00080306,19930101,20991231,
2128000096,Deidentification Action Sequence,Measurement,DICOM,DICOM Attributes,,00080305,19930101,20991231,
2128000097,Deidentification Action,Measurement,DICOM,DICOM Attributes,,00080307,19930101,20991231,
2128000098,Private Data Element,Measurement,DICOM,DICOM Attributes,,00080308,19930101,20991231,
2128000099,Private Data Element Value Multiplicity,Measurement,DICOM,DICOM Attributes,,00080309,19930101,20991231,
2128000100,Private Data Element Value Representation,Measurement,DICOM,DICOM Attributes,,0008030A,19930101,20991231,
2128000101,Private Data Element Number of Items,Measurement,DICOM,DICOM Attributes,,0008030B,19930101,20991231,
2128000102,Private Data Element Name,Measurement,DICOM,DICOM Attributes,,0008030C,19930101,20991231,
2128000103,Private Data Element Keyword,Measurement,DICOM,DICOM Attributes,,0008030D,19930101,20991231,
2128000104,Private Data Element Description,Measurement,DICOM,DICOM Attributes,,0008030E,19930101,20991231,
2128000105,Private Data Element Encoding,Measurement,DICOM,DICOM Attributes,,0008030F,19930101,20991231,
2128000106,Private Data Element Definition Sequence,Measurement,DICOM,DICOM Attributes,,00080310,19930101,20991231,
2128000107,Scope of Inventory Sequence,Measurement,DICOM,DICOM Attributes,,00080400,19930101,20991231,
2128000108,Inventory Purpose,Measurement,DICOM,DICOM Attributes,,00080401,19930101,20991231,
2128000109,Inventory Instance Description,Measurement,DICOM,DICOM Attributes,,00080402,19930101,20991231,
